book_name,book_Price,book_reviews,book_rating,book_date,book_discount,book_author
"Azure Stack Hub Demystified: Building hybrid cloud, IaaS, and PaaS solutions","2,782",6,4.0 out of 5 stars,07-Oct-21,(20% off),by Richard Young | 7 October 2021
"Scaling Agile with Jira Align: A practical guide to strategically scaling agile across teams, programs, and portfolios in enterprises","2,464",25,4.7 out of 5 stars,20-Nov-20,(20% off),by Dean MacNeil and Aslam Cader | 20 November 2020
"Azure Stack Hub Demystified: Building hybrid cloud, IaaS, and PaaS solutions","2,782",6,4.0 out of 5 stars,07-Oct-21,(20% off),by Richard Young | 7 October 2021
"Scaling Agile with Jira Align: A practical guide to strategically scaling agile across teams, programs, and portfolios in enterprises","2,464",25,4.7 out of 5 stars,20-Nov-20,(20% off),by Dean MacNeil and Aslam Cader | 20 November 2020
"Practical Mobile Forensics: Forensically investigate and analyze iOS, Android, and Windows 10 devices, 4th Edition","2,464",72,4.7 out of 5 stars,09-Apr-20,(20% off),"by Rohit Tamma , Oleg Skulkin, et al. | 9 April 2020"
Enterprise Integration with Azure Logic Apps: Integrate legacy systems with innovative solutions,"2,782",2,4.0 out of 5 stars,23-Dec-21,(20% off),by Matthew Bennett and Tim Childe | 23 December 2021
Hands-On High Performance with Go: Boost and optimize the performance of your Golang applications at scale with resilience,"2,782",19,4.0 out of 5 stars,24-Mar-20,(20% off),by Bob Strecansky | 24 March 2020
Getting Started with Tableau 2018.x: Get up and running with the new features of Tableau 2018 for impactful data visualization,"2,300",7,3.9 out of 5 stars,28-Sep-18,(41% off),by Tristan Guillevin | 28 September 2018
Groovy 2 Cookbook,"3,100",3,3.4 out of 5 stars,22-Oct-13,(20% off),by Andrey Adamovich and Luciano Fiandesio | 22 October 2013
"Xamarin.Forms Projects: Build multiplatform mobile apps and a game from scratch using C# and Visual Studio 2019, 2nd Edition","2,464",33,3.7 out of 5 stars,19-Jun-20,(20% off),"by Daniel Hindrikes , Johan Karlsson , et al. | 19 June 2020"
Hands-On Data Structures and Algorithms with Kotlin: Level up your programming skills by understanding how Kotlin's data structure works,"2,226",3,3.5 out of 5 stars,28-Feb-19,(20% off),by Chandra Sekhar Nayak and Rivu Chakraborty | 28 February 2019
Mastering MongoDB 3.x,"2,226",10,3.7 out of 5 stars,17-Nov-17,(20% off),by Alex Giamas | 17 November 2017
Mastering FreeSWITCH,"2,782",10,4.3 out of 5 stars,06-Jan-16,(20% off),by Anthony Minessale II and Giovanni Maruzzelli | 6 January 2016
"R Bioinformatics Cookbook: Use R and Bioconductor to perform RNAseq, genomics, data visualization, and bioinformatic analysis","2,782",23,4.0 out of 5 stars,11-Oct-19,(20% off),by Dan MacLean | 11 October 2019
Azure Data Factory Cookbook: Build and manage ETL and ELT pipelines with Microsoft Azure's serverless data integration service,"2,782",26,4.2 out of 5 stars,24-Dec-20,(20% off),"by Dmitry Anoshin , Dmitry Foshin , et al. | 24 December 2020"
MASTERING AWS SECURITY (PB 2017): Create and maintain a secure cloud ecosystem,"2,273",32,3.7 out of 5 stars,01-Jan-17,(19% off),by ANTHONY A. | 1 January 2017
Serverless Architectures with Kubernetes: Create production-ready Kubernetes clusters and run serverless applications on them,"2,300",2,5.0 out of 5 stars,29-Nov-19,(26% off),by Onur Yılmaz and Sathsara Sarathchandra | 29 November 2019
"IoT and Edge Computing for Architects: Implementing edge and IoT systems from sensors to clouds with communication systems, analytics, and security, 2nd Edition","2,782",59,4.5 out of 5 stars,06-Mar-20,(20% off),by Perry Lea | 6 March 2020
Django By Example,"20,566",28,3.8 out of 5 stars,30-Nov-15,,by Antonio Mele | 30 November 2015
Professional Cloud Architect Google Cloud Certification Guide: Build a solid foundation in Google Cloud Platform to achieve the most lucrative IT certification,"2,782",29,4.5 out of 5 stars,23-Dec-21,(20% off),"by Konrad Clapa , Brian Gerrard , et al. | 23 December 2021"
Learning C# by Developing Games with Unity 3D Beginner's Guide,"3,100",56,3.9 out of 5 stars,25-Sep-13,(20% off),by Terry Norton | 25 September 2013
Hands-On Machine Learning for Cybersecurity: Safeguard your system by making your machines intelligent using the Python ecosystem,"2,782",18,3.9 out of 5 stars,31-Dec-18,(20% off),by Soma Halder and Sinan Ozdemir | 31 December 2018
"The The C++ Workshop: Learn to write clean, maintainable code in C++ and advance your career in software engineering","2,464",21,4.6 out of 5 stars,07-Feb-20,(20% off),"by Dale Green, Kurt Guntheroth, et al. | 7 February 2020"
Advanced Python Programming -: Accelerate your Python programs using proven techniques and design patterns,"3,100",10,4.1 out of 5 stars,25-Mar-22,(20% off),by Quan Nguyen | 25 March 2022
Microsoft 365 Security Administration: MS-500 Exam Guide: Plan and implement security and compliance strategies for Microsoft 365 and hybrid environments,"2,464",74,4.4 out of 5 stars,19-Jun-20,(20% off),by Peter Rising | 19 June 2020
"Software Architecture with C# 10 and .NET 6: Develop software solutions using microservices, DevOps, EF Core, and design patterns for Azure","3,100",20,4.1 out of 5 stars,15-Mar-22,(20% off),by Gabriel Baptista and Francesco Abbruzzese | 15 March 2022
"Learn Amazon SageMaker: A guide to building, training, and deploying machine learning models for developers and data scientists","2,782",8,4.4 out of 5 stars,26-Nov-21,(20% off),by Julien Simon | 26 November 2021
"CISSP (ISC) Certification Practice Exams and Tests: Over 1,000 practice questions and explanations covering all 8 CISSP domains for the May 2021 exam version","2,464",11,4.0 out of 5 stars,13-Sep-21,(20% off),by Ted Jordan | 13 September 2021
"Hands-On Cloud Administration in Azure: Implement, monitor, and manage important Azure services and components including IaaS and PaaS","2,782",48,4.2 out of 5 stars,23-Oct-18,(20% off),by Mustafa Toroman | 23 October 2018
"Mastering Microsoft Dynamics 365 Customer Engagement: An advanced guide to developing and customizing CRM solutions to improve your business applications, 2nd Edition","3,100",12,3.3 out of 5 stars,28-Feb-19,(20% off),by Deepesh Somani | 28 February 2019
Microsoft Exam MD-100 Windows 10 Certification Guide: Learn the skills required to become a Microsoft Certified Modern Desktop Administrator Associate,"2,464",31,4.2 out of 5 stars,22-May-20,(20% off),by Jeroen Burgerhout | 22 May 2020
"Node Cookbook: Discover solutions, techniques, and best practices for server-side web development with Node.js 14, 4th Edition","2,226",52,4.5 out of 5 stars,25-Nov-20,(20% off),by Bethany Griggs | 25 November 2020
Magento 2 Developer's Guide: Harness the power of Magento 2 to extend and customize your online store,"2,719",23,3.9 out of 5 stars,23-Dec-15,(15% off),by Branko Ajzele | 23 December 2015
Expert Microsoft Teams Solutions: A guide to Teams architecture and integration for advanced end-users and administrators,"2,782",2,5.0 out of 5 stars,18-Mar-22,(20% off),"by Aaron Guilmette , Yura Lee , et al. | 18 March 2022"
Expert Microsoft Teams Solutions: A guide to Teams architecture and integration for advanced end-users and administrators,"2,782",2,5.0 out of 5 stars,18-Mar-22,(20% off),"by Aaron Guilmette , Yura Lee , et al. | 18 March 2022"
Mastering Transformers: Build state-of-the-art models from scratch with advanced natural language processing techniques,"2,464",13,4.6 out of 5 stars,15-Sep-21,(20% off),by Savas Yildirim and Meysam Asgari-Chenaghlu | 15 September 2021
Mastering Python Data Analysis,"3,100",3,3.4 out of 5 stars,06-Jan-16,(20% off),by Magnus Vilhelm Persson and Luiz Felipe Martins | 6 January 2016
"Windows Server 2019 Automation with PowerShell Cookbook: Powerful ways to automate and manage Windows administrative tasks, 3rd Edition","1,995",52,4.7 out of 5 stars,28-Feb-19,(58% off),by Thomas Lee | 28 February 2019
"The The Data Science Workshop: Learn how you can build machine learning models and create your own real-world data science projects, 2nd Edition","2,464",11,4.9 out of 5 stars,28-Aug-20,(20% off),"by Anthony So, Thomas V. Joseph, et al. | 28 August 2020"
Splunk Operational Intelligence Cookbook,"3,100",12,4.0 out of 5 stars,31-Oct-14,(20% off),"by Josh Diakun, Paul R Johnson , et al. | 31 October 2014"
Mastering Embedded Linux Programming: Harness the power of Linux to create versatile and robust embedded solutions,"1,700",24,4.6 out of 5 stars,29-Dec-15,(51% off),by Chris Simmonds | 29 December 2015
Mastering Kali Linux for Advanced Penetration Testing,"3,418",12,4.2 out of 5 stars,24-Jun-14,(20% off),by Robert W. Beggs | 24 June 2014
Learn SQL Database Programming: Query and manipulate databases from popular relational database servers using SQL,"2,464",22,4.4 out of 5 stars,29-May-20,(20% off),by Josephine Bush | 29 May 2020
Enterprise Application Development with C# 9 and .NET 5: Enhance your C# and .NET skills by mastering the process of developing professional-grade web applications,"3,100",21,4.2 out of 5 stars,19-Mar-21,(20% off),"by Ravindra Akella , Arun Kumar Tamirisa , et al. | 19 March 2021"
"VMware vSphere 6.7 Data Center Design Cookbook: Over 100 practical recipes to help you design a powerful virtual infrastructure based on vSphere 6.7, 3rd Edition","3,736",19,4.6 out of 5 stars,28-Mar-19,(20% off),by Mike Brown and Hersey Cartwright | 28 March 2019
Selenium Web Driver Practical Guide,,33,3.9 out of 5 stars,24-Jan-14,,by Satya Avasarala | 24 January 2014
"Modern API Development with Spring and Spring Boot: Design highly scalable and maintainable APIs with REST, gRPC, GraphQL, and the reactive paradigm","2,782",8,4.0 out of 5 stars,25-Jun-21,(20% off),by Sourabh Sharma | 25 June 2021
"Kubernetes Cookbook: Practical solutions to container orchestration, 2nd Edition","2,464",6,4.5 out of 5 stars,30-May-18,(20% off),"by Hideto Saito , Hui-Chuan Chloe Lee, et al. | 30 May 2018"
Mastering Python,"2,466",14,3.6 out of 5 stars,06-Jan-16,(20% off),by Rick van Hattem | 6 January 2016
"Hands-On High Performance Programming with Qt 5: Build cross-platform applications using concurrency, parallel programming, and memory management","2,782",7,3.7 out of 5 stars,31-Jan-19,(20% off),by Marek Krajewski | 31 January 2019
"Beginning API Development with Node.js: Build highly scalable, developer-friendly APIs for the modern web with JavaScript and Node.js",899,8,3.5 out of 5 stars,24-Jul-18,(25% off),by Anthony Nandaa | 24 July 2018
"Pandas 1.x Cookbook: Practical recipes for scientific computing, time series analysis, and exploratory data analysis using Python, 2nd Edition","2,464",76,4.3 out of 5 stars,27-Feb-20,(20% off),by Matt Harrison and Theodore Petrou | 27 February 2020
"Hands-On Software Architecture with C# 8 and .NET Core 3: Architecting software solutions using microservices, DevOps, and design patterns for Azure Cloud","3,849",34,4.2 out of 5 stars,29-Nov-19,(8% off),by Gabriel Baptista and Francesco Abbruzzese | 29 November 2019
DevOps for Web Development,"3,100",9,3.9 out of 5 stars,24-Oct-16,(20% off),by Mitesh Soni | 24 October 2016
Learning Akka,"2,431",10,3.4 out of 5 stars,30-Dec-15,(24% off),by Jason Goodwin | 30 December 2015
Angular Projects: Build nine real-world applications from scratch using Angular 8 and TypeScript,"3,305",25,3.8 out of 5 stars,13-Sep-19,(20% off),by Zama Khan Mohammed | 13 September 2019
"Applied Deep Learning with Python: Use scikit-learn, TensorFlow, and Keras to create intelligent systems and machine learning solutions","2,782",6,4.0 out of 5 stars,31-Aug-18,(20% off),by Alex Galea and Luis Capelo | 31 August 2018
Python Data Analysis -: Data manipulation and complex data analysis with Python,"3,100",6,3.9 out of 5 stars,27-Mar-17,(20% off),by Armando Fandango | 27 March 2017
Mastering Android Studio 3,"1,932.00",6,3.4 out of 5 stars,31-Aug-17,(40% off),by Kyle Mew | 31 August 2017
"Mastering Spring Cloud: Build self-healing, microservices-based, distributed systems using Spring Cloud","3,100",9,4.4 out of 5 stars,26-Apr-18,(20% off),by Piotr Mińkowski | 26 April 2018
"Vue.js 2 Cookbook: Build modern, interactive web applications with Vue.js","2,600",15,4.5 out of 5 stars,28-Apr-17,(26% off),by Andrea Passaglia | 28 April 2017
Smart Internet of Things Projects,"2,464",3,3.8 out of 5 stars,06-Jan-16,(20% off),by Agus Kurniawan | 6 January 2016
"Hands-On Penetration Testing on Windows: Unleash Kali Linux, PowerShell, and Windows debugging tools for security testing and analysis","2,782",15,4.0 out of 5 stars,30-Jul-18,(20% off),by Phil Bramwell | 30 July 2018
Python Geospatial Development Essentials,"1,828",2,3.0 out of 5 stars,17-Jun-15,(20% off),by Karim Bahgat | 17 June 2015
Mastering Java 9,"1,933",2,4.5 out of 5 stars,06-Oct-17,(40% off),by Dr. Edward Lavieri and Peter Verhas | 6 October 2017
"Mastering Tableau 2019.1: An expert guide to implementing advanced business intelligence and analytics with Tableau 2019.1, 2nd Edition","2,782",14,3.9 out of 5 stars,28-Feb-19,(20% off),by Marleen Meier and David Baldwin | 28 February 2019
"Mastering Tableau 2019.1: An expert guide to implementing advanced business intelligence and analytics with Tableau 2019.1, 2nd Edition","2,782",14,3.9 out of 5 stars,28-Feb-19,(20% off),by Marleen Meier and David Baldwin | 28 February 2019
JMeter Cookbook,"2,782",8,3.3 out of 5 stars,29-Oct-14,(13% off),by Bayo Erinle | 29 October 2014
"Learning SaltStack -: Build, manage, and secure your infrastructure with the power of SaltStack","2,227",12,4.1 out of 5 stars,06-Jan-16,(20% off),by Colton Myers | 6 January 2016
Hands-On Embedded Programming with Qt: Develop high performance applications for embedded systems with C++ and Qt 5,"2,464",9,4.5 out of 5 stars,12-Jul-19,(20% off),by John Werner | 12 July 2019
"Julia Programming Projects: Learn Julia 1.x by building apps for data analysis, visualization, machine learning, and the web","2,782",31,4.3 out of 5 stars,26-Dec-18,(20% off),by Adrian Salceanu | 26 December 2018
Certified Ethical Hacker (CEH) v11 312-50 Exam Guide: Keep up to date with ethical hacking trends and hone your skills with hands-on activities,"2,703",,,08-Jul-22,(20% off),by Dale Meredith and Christopher Rees | 8 July 2022
Mastering Probabilistic Graphical Models Using Python,"2,782",6,3.5 out of 5 stars,03-Aug-15,(20% off),by Ankur Ankan and Abinash Panda | 3 August 2015
"Tokenomics: The Crypto Shift of Blockchains, ICOs, and Tokens","2,464",17,3.3 out of 5 stars,08-Oct-18,(20% off),by Sean Au and Thomas Power | 8 October 2018
"iOS 13 Programming for Beginners: Get started with building iOS apps with Swift 5 and Xcode 11, 4th Edition","2,464",49,4.0 out of 5 stars,24-Jan-20,(20% off),by Ahmad Sahar and Craig Clayton | 24 January 2020
Healthcare Analytics Made Simple: Techniques in healthcare computing using machine learning and Python,"2,464",32,4.5 out of 5 stars,31-Jul-18,(20% off),by Vikas (Vik) Kumar | 31 July 2018
Learn D3.js: Create interactive data-driven visualizations for the web with the D3.js library,"2,226",34,4.5 out of 5 stars,03-May-19,(20% off),by Helder da Rocha | 3 May 2019
"Java Deep Learning Cookbook: Train neural networks for classification, NLP, and reinforcement learning using Deeplearning4j","2,464",4,4.5 out of 5 stars,08-Nov-19,(20% off),by Rahul Raj | 8 November 2019
"Learn Kali Linux 2019: Perform powerful penetration testing using Kali Linux, Metasploit, Nessus, Nmap, and Wireshark","2,227",165,4.6 out of 5 stars,14-Nov-19,(20% off),by Glen D. Singh | 14 November 2019
Hands-On Reinforcement Learning for Games: Implementing self-learning agents in games using artificial intelligence techniques,"2,464",2,3.8 out of 5 stars,03-Jan-20,(20% off),by Micheal Lanham | 3 January 2020
Big Data Analytics with R and Hadoop,"4,421",18,3.0 out of 5 stars,25-Nov-13,,by Vignesh Prajapati | 25 November 2013
Selenium Design Patterns and Best Practices,"1,987",8,3.8 out of 5 stars,23-Sep-14,(20% off),by Dima Kovalenko | 23 September 2014
"Blockchain By Example: A developer's guide to creating decentralized applications using Bitcoin, Ethereum, and Hyperledger","1,414",3,3.6 out of 5 stars,30-Nov-18,(6% off),"by Bellaj Badr , Richard Horrocks , et al. | 30 November 2018"
"Data Analysis with R: A comprehensive guide to manipulating, analyzing, and visualizing data in R, 2nd Edition","2,464",20,4.4 out of 5 stars,28-Mar-18,(20% off),by Anthony Fischetti | 28 March 2018
"Learning Python: Learn to code like a professional with Python - an open source, versatile, and powerful programming language","2,189",18,4.2 out of 5 stars,24-Dec-15,(72% off),by Fabrizio Romano | 24 December 2015
"Elevating React Web Development with Gatsby: Practical guide to building performant, accessible, and interactive web apps with React and Gatsby.js 4","2,466",3,4.6 out of 5 stars,21-Jan-22,(20% off),by Samuel Larsen-Disney | 21 January 2022
"Learning Neo4j 3.x -: Effective data modeling, performance tuning and data visualization techniques in Neo4j","1,680",9,3.6 out of 5 stars,20-Oct-17,(57% off),by Jerome Baton and Rik Van Bruggen | 20 October 2017
Angular Design Patterns: Implement the Gang of Four patterns in your apps with Angular,"1,725",14,3.8 out of 5 stars,30-Jul-18,(25% off),by Mathieu Nayrolles | 30 July 2018
Learning Robotic Process Automation: Create Software robots and automate business processes with the leading RPA tool – UiPath,"2,699",58,4.2 out of 5 stars,28-Mar-18,(31% off),by Alok Mani Tripathi | 28 March 2018
Learning Java by Building Android Games,"2,782",40,3.7 out of 5 stars,31-Jan-15,(20% off),by John Horton | 31 January 2015
Practical Data Analysis Using Jupyter Notebook: Learn how to speak the language of data by extracting useful and actionable insights using Python,"2,226",30,4.0 out of 5 stars,19-Jun-20,(20% off),by Marc Wintjen and Andrew Vlahutin | 19 June 2020
Blueprints Visual Scripting for Unreal Engine: Build professional 3D games with Unreal Engine 4's Visual Scripting system,"1,828",67,4.1 out of 5 stars,28-Jul-15,(20% off),by Brenden Sewell | 28 July 2015
"Mastering Openstack: Design, deploy, and manage clouds in mid to large IT infrastructures","2,782",11,4.0 out of 5 stars,01-Jan-17,(20% off),by Omar Khedher Chandan Dutta Chowdhury | 1 January 2017
JavaScript from Frontend to Backend: Learn full stack JavaScript development using the MEVN stack with quick and easy steps,"1,750",,,06-Jul-22,(20% off),by Eric Sarrion | 6 July 2022
"AWS for System Administrators: Build, automate, and manage your infrastructure on the most popular cloud platform - AWS","2,464",38,4.6 out of 5 stars,12-Feb-21,(20% off),by Prashant Lakhera | 12 February 2021
"Building Data Science Applications with FastAPI: Develop, manage, and deploy efficient machine learning applications with Python","3,100",17,4.3 out of 5 stars,08-Oct-21,(20% off),by Francois Voron | 8 October 2021
"SQL Server 2019 Administrator's Guide: A definitive guide for DBAs to implement, monitor, and maintain enterprise database solutions, 2nd Edition","2,782",30,4.2 out of 5 stars,11-Sep-20,(20% off),by Marek Chmel and Vladimír Mužný | 11 September 2020
Linux Shell Scripting Cookbook - Third Edition,"3,101",7,4.3 out of 5 stars,29-May-17,(20% off),"by Clif Flynt, Sarath Lakshman, et al. | 29 May 2017"
Spring Boot 2.0 Projects: Build production-grade reactive applications and microservices with Spring Boot,"3,100",1,4.0 out of 5 stars,30-Jul-18,(20% off),by Mohamed Shazin Sadakath | 30 July 2018
JavaScript: Functional Programming for JavaScript Developers,"5,008",2,4.5 out of 5 stars,27-Dec-16,(20% off),"by Ved Antani, Simon Timms, et al. | 27 December 2016"
Getting Started with Angular -,"2,226",,,24-Feb-17,(20% off),by Minko Gechev | 24 February 2017
Mastering Linux Shell Scripting,"2,226",15,4.4 out of 5 stars,24-Dec-15,(20% off),by Andrew Mallett | 24 December 2015
Mastering Windows PowerShell Scripting,"3,100",12,4.0 out of 5 stars,27-Apr-15,(20% off),by Brenton J.W. Blawat | 27 April 2015
NumPy: Beginner's Guide - Third Edition,"2,782",5,4.1 out of 5 stars,24-Jun-15,(20% off),by Ivan Idris | 24 June 2015
Java Coding Problems: Improve your Java Programming skills by solving real-world coding challenges,"3,100",66,4.4 out of 5 stars,20-Sep-19,(20% off),by Anghel Leonard | 20 September 2019
Modern Python Standard Library Cookbook: Over 100 recipes to fully leverage the features of the standard library in Python,"3,100",13,4.0 out of 5 stars,31-Aug-18,(20% off),by Alessandro Molina | 31 August 2018
"TIBCO Spotfire: A Comprehensive Primer: Building enterprise-grade data analytics and visualization solutions, 2nd Edition","2,226",36,4.3 out of 5 stars,30-Apr-19,(20% off),by Andrew Berridge and Michael Phillips | 30 April 2019
MongoDB Fundamentals: A hands-on guide to using MongoDB and Atlas in the real world,"2,464",13,4.4 out of 5 stars,22-Dec-20,(20% off),"by Amit Phaltankar , Juned Ahsan , et al. | 22 December 2020"
Hands-On Enterprise Java Microservices with Eclipse MicroProfile: Build and optimize your microservice architecture with Java,"2,226",6,3.8 out of 5 stars,30-Aug-19,(20% off),"by Cesar Saavedra, Heiko W. Rupp, et al. | 30 August 2019"
Hands-On Deep Learning Architectures with Python: Create deep neural networks to solve computational problems using TensorFlow and Keras,"1,828",17,4.4 out of 5 stars,30-Apr-19,(20% off),by Yuxi (Hayden) Liu and Saransh Mehta | 30 April 2019
"Hands-On Serverless Computing: Build, run and orchestrate serverless applications using AWS Lambda, Microsoft Azure Functions, and Google Cloud Functions","2,782",1,4.0 out of 5 stars,23-Jul-18,(20% off),by Kuldeep Chowhan | 23 July 2018
Hyperparameter Tuning with Python: Boost your machine learning model's performance via hyperparameter tuning,"2,704",1,5.0 out of 5 stars,29-Jul-22,(20% off),by Louis Owen | 29 July 2022
Microsoft SQL Server 2014 Business Intelligence Development Beginner's Guide: Get to grips with Microsoft Business Intelligence and Data Warehousing technologies using this practical guide,"2,984",18,4.0 out of 5 stars,26-May-14,(23% off),by Reza Rad | 26 May 2014
Web Development with Blazor: A hands-on guide for .NET developers to build interactive UIs with C#,"2,782",35,4.2 out of 5 stars,18-Jun-21,(20% off),by Jimmy Engström and Jeff Fritz | 18 June 2021
Python GUI Programming with Tkinter: Develop responsive and powerful GUI applications with Tkinter,"2,600",62,4.1 out of 5 stars,15-May-18,(26% off),by Alan D. Moore | 15 May 2018
"Programming Microsoft Dynamics 365 Business Central: Build customized business applications with the latest tools in Dynamics 365 Business Central, 6th Edition","3,100",17,3.9 out of 5 stars,30-Apr-19,(20% off),"by Marije Brummel, David Studebaker, et al. | 30 April 2019"
Kivy - Interactive Applications and Games in Python -,"2,782",22,4.0 out of 5 stars,29-Jun-15,(20% off),by Roberto Ulloa | 29 June 2015
"MATLAB for Machine Learning: Practical examples of regression, clustering and neural networks","3,100",20,4.2 out of 5 stars,28-Aug-17,(20% off),by Giuseppe Ciaburro | 28 August 2017
Cucumber Cookbook,"2,464",6,4.0 out of 5 stars,02-Jun-15,(20% off),by Shankar Garg | 2 June 2015
Packet Analysis with Wireshark,"2,226",6,3.2 out of 5 stars,04-Dec-15,(20% off),by Anish Nath | 4 December 2015
Learning Concurrent Programming in Scala -,"2,782",10,4.4 out of 5 stars,22-Feb-17,(20% off),by Aleksandar Prokopec | 22 February 2017
Mastering Windows PowerShell Scripting -: One-stop guide to automating administrative tasks,"2,782",22,4.2 out of 5 stars,27-Oct-17,(20% off),by Chris Dent and Brenton J.W. Blawat | 27 October 2017
Learning C# by Developing Games with Unity 5.x -: Develop your first interactive 2D platformer game by learning the fundamentals of C#,"2,782",44,4.2 out of 5 stars,06-Jan-16,(20% off),by Greg Lukosek | 6 January 2016
Object-Oriented JavaScript - Third Edition: Learn everything you need to know about object-oriented JavaScript (OOJS),"2,782",14,4.3 out of 5 stars,12-Jan-17,(20% off),by Ved Antani and Stoyan Stefanov | 12 January 2017
Artificial Intelligence with Python Cookbook: Proven recipes for applying AI algorithms and deep learning techniques using TensorFlow 2.x and PyTorch 1.6,"2,464",17,4.4 out of 5 stars,30-Oct-20,(20% off),by Ben Auffarth | 30 October 2020
Big Data Analytics with R: Leverage R Programming to uncover hidden patterns in your Big Data,"3,419",21,4.1 out of 5 stars,29-Jul-16,(20% off),by Simon Walkowiak | 29 July 2016
Skill Up: A Software Developer's Guide to Life and Career,"2,464",,,31-Jul-17,(20% off),by Jordan Hudgens | 31 July 2017
Red Hat Enterprise Linux 8 Administration: Master Linux administration skills and prepare for the RHCSA certification exam,"2,464",10,4.5 out of 5 stars,11-Nov-21,(20% off),"by Miguel Perez Colino, Pablo Iranzo Gomez, et al. | 11 November 2021"
"Kubernetes and Docker - An Enterprise Guide: Effectively containerize applications, integrate enterprise systems, and scale applications in your enterprise","5,644",57,4.4 out of 5 stars,06-Nov-20,(20% off),by Scott Surovich and Marc Boorshtein | 6 November 2020
ArcPy and ArcGIS -: Automating ArcGIS for Desktop and ArcGIS Online with Python,"3,100",19,4.6 out of 5 stars,29-Jun-17,(20% off),by Silas Toms and Dara O'Beirne | 29 June 2017
"Kubernetes and Docker - An Enterprise Guide: Effectively containerize applications, integrate enterprise systems, and scale applications in your enterprise","5,644",57,4.4 out of 5 stars,06-Nov-20,(20% off),by Scott Surovich and Marc Boorshtein | 6 November 2020
ArcPy and ArcGIS -: Automating ArcGIS for Desktop and ArcGIS Online with Python,"3,100",19,4.6 out of 5 stars,29-Jun-17,(20% off),by Silas Toms and Dara O'Beirne | 29 June 2017
"The React Workshop: A New, Interactive Approach to Learning React","2,464",14,4.6 out of 5 stars,21-Aug-20,(20% off),"by Brandon Richey , Endre Vegh , et al. | 21 August 2020"
Data Analysis and Machine Learning with Kaggle: How to compete on Kaggle and build a successful career in data science,"2,784",60,4.5 out of 5 stars,11-Apr-22,(20% off),"by Konrad Banachewicz , Luca Massaron , et al. | 11 April 2022"
MongoDB Administrator's Guide,"2,464",14,4.2 out of 5 stars,25-Oct-17,(20% off),by Cyrus Dasadia | 25 October 2017
Docker on Windows,999,10,4.3 out of 5 stars,13-Jul-17,,by Elton Stoneman | 13 July 2017
"Mastering Active Directory: Deploy and secure infrastructures with Active Directory, Windows Server 2016, and PowerShell, 2nd Edition","4,134",63,4.2 out of 5 stars,09-Aug-19,(20% off),by Dishan Francis | 9 August 2019
"Scoring to Picture in Logic Pro: Exploring synchronization techniques for Film, TV, and Multimedia Composers with Apple’s flagship DAW",845,,,09-May-23,,by Chris Piorkowski | 9 May 2023
Neural Search - From Prototype to Production with Jina: Learn how to build deep-learning-powered search systems that you can deploy and manage with ease,"2,386",,,14-Oct-22,(20% off),"by Susana Guzman, Bo Wang , et al. | 14 October 2022"
"Guide to NoSQL with Azure Cosmos DB: Work with the massively scalable Azure database service with JSON, C#, LINQ, and .NET Core 2","1,828",11,4.1 out of 5 stars,28-Sep-18,(20% off),by Gaston C. Hillar and Daron Yöndem | 28 September 2018
"Learn Docker – Fundamentals of Docker 19.x: Build, test, ship, and run containers with Docker and Kubernetes, 2nd Edition","2,464",26,4.3 out of 5 stars,13-Mar-20,(20% off),by Gabriel N. Schenker | 13 March 2020
"Mastering Firebase for Android Development: Build real-time, scalable, and cloud-enabled Android apps with Firebase","2,783",9,4.4 out of 5 stars,29-Jun-18,(20% off),by Ashok Kumar S | 29 June 2018
Hands-On Game Development with WebAssembly: Learn WebAssembly C++ programming by building a retro space game,"2,464",14,4.1 out of 5 stars,31-May-19,(20% off),by Rick Battagline | 31 May 2019
Metasploit for Beginners: Create a threat-free environment with the best-in-class tool,"2,226",7,4.5 out of 5 stars,21-Jul-17,(20% off),by Sagar Rahalkar | 21 July 2017
"Scientific Computing with Python: High-performance scientific computing with NumPy, SciPy, and pandas","2,466",16,4.7 out of 5 stars,23-Jul-21,(20% off),"by Claus Fuhrer, Jan Erik Solem, et al. | 23 July 2021"
"Hands-On Continuous Integration and Delivery: Build and release quality software at scale with Jenkins, Travis CI, and CircleCI","2,782",3,4.2 out of 5 stars,29-Aug-18,(20% off),by Jean-Marcel Belmont | 29 August 2018
"Matplotlib for Python Developers, Second Edition: Effective techniques for data visualization with Python, 2nd Edition","2,464",5,2.4 out of 5 stars,01-Jan-18,(20% off),by Allen Yu Claire Chung Aldrin Yim | 1 January 2018
Apache Hadoop 3 Quick Start Guide: Learn about big data processing and analytics,"1,250",1,5.0 out of 5 stars,31-Oct-18,(46% off),by Hrishikesh Vijay Karambelkar | 31 October 2018
Get Your Hands Dirty on Clean Architecture: A hands-on guide to creating clean web applications with code examples in Java,"1,351",94,4.5 out of 5 stars,30-Sep-19,(20% off),by Tom Hombergs | 30 September 2019
Python Digital Forensics Cookbook: Effective Python recipes for digital investigations,"2,782",10,4.7 out of 5 stars,26-Sep-17,(20% off),by Preston Miller and Chapin Bryce | 26 September 2017
Migrating Applications to the Cloud with Azure: Re-architect and rebuild your applications using cloud-native technologies,"2,466",4,4.7 out of 5 stars,06-Dec-19,(20% off),"by Sjoukje Zaal , Amit Malik , et al. | 6 December 2019"
